"","screen_name","text","place_full_name","country","lng","lat"
"2","sweetcoliecole","@_AlexisNacole fr and I got to that nail shop they high but damn $500 the most I’ve spent on stuff like that is almost 100 and something and I was sick off jst that little bit 😂😂😂","Fort Worth, TX","United States",-97.2859135,32.7799665
"18","NV_physician","See our latest #Winnemucca, NV #job and click to apply: Emergency Medicine - Physician - ED - https://t.co/kuVnQbUCUG #EmergencyMedicine #Hiring #CareerArc","Winnemucca, NV","United States",-117.75455115,40.950586
"41","_baileyeliz","how can people do this to other defenseless people. i’m sick to my stomach. i hope they both get exactly what they deserve....here’s a thought: if you hate elderly people, people w disabilities or don’t have the patience for it- DONT FUCKING WORK IN A NURSING HOME!!! https://t.co/aEolvJGEyZ","Woodridge, IL","United States",-88.044261,41.73514575
"57","teamsatyrboom","@Jaimelyn60 @nintendolife You have no idea. Poor training, overt focus on metrics, and unhealthy work hours, granted this all sounds like retail in general.","Alpharetta, GA","United States",-84.28019445,34.073344
"83","cortybeans","@javii_bruhh You’re so conceited Javi it makes me sick😒","California, USA","United States",-119.3066075,37.2691755
"100","MaryEllen2204","@thegracereports So will I! There is no need for him there. So sick of him and Michelle. They say she will be doing videos on food and weight 🙄","North Carolina, USA","United States",-79.86103375,35.1704985
"172","revengeseason_","the papertrail, watchdogs tour ends tonight but we still got some super sick stuff lined up! https://t.co/8pHy73u1yj","Hagerstown, MD","United States",-77.7289885,39.6344608
"181","tmj_wa_erdoc","We're #hiring! Click to apply: Family Medicine / Emergency Medicine - https://t.co/kNSfgjVI4Z #EmergencyMedicine #Colville, WA #Job #Jobs #CareerArc","Colville, WA","United States",-117.89170635,48.5430915
"183","tmj_ca_erdoc","This #job might be a great fit for you: Emergency Medicine - Physician - ED - https://t.co/9187g2Rmv7 #EmergencyMedicine #FallRiverMills, CA #Hiring #CareerArc","California, USA","United States",-119.3066075,37.2691755
"196","_16_liv","I’m reading directions to the medicine my boyfriend been taking, it said “take no more than one every 24 hours”. Tell me why he turn to me and say “I just took 3” IM CRYINGHFGDJDXZHDJK","Texas, USA","United States",-100.0768885,31.1688935
"202","MelotovRecords","@mr_mocaine @JawbreakerBand This is sick!!","Santa Clarita, CA","United States",-118.5032588,34.41563105
"210","tmj_nm_erdoc","Want to work at Envision? We're #hiring in #Lovington, NM! Click for details: https://t.co/NoBrhjXwrZ #EmergencyMedicine #Job #Jobs #CareerArc","Lovington, NM","United States",-103.35194905,32.948135
"220","tmj_ca_hsptlst","We're #hiring! Click to apply: Hospital Medicine - Hospitalist - Physician - https://t.co/7gB8PnG5zL #Hospitalist #PalmSprings, CA #Job #Jobs #CareerArc","Palm Springs, CA","United States",-116.5172894,33.8250795
"228","WY_physician","Want to work at MedHealth Recruiting? We're #hiring in WY! Click for details: https://t.co/hWyzSoQ0Pz #Physician #Job #Jobs #CareerArc","Wyoming, USA","United States",-107.554562,43.000325
"235","franciscohusse2","Starving and torturing the world sick faggot and hoes asquerose on consume","Bronx, NY","United States",-73.8494415,40.8503475
"243","wheeler244","@ScottSKOMO Sounds like a plan, you’re hinting at everyone calling in sick.. nice way to code it Scott. 🙌 🙌","Washington, USA","United States",-120.882482,47.27302215
"265","_Chynnnna","every single time I drink at tavern I’m sick the next morning","Troy, AL","United States",-85.97446715,31.806558
"271","WA_physician","See our latest #Wenatchee, WA #job and click to apply: Physician - Primary Care (Internal Medicine / Family Practice) - https://t.co/x15PAOcYE7 #Physician #Veterans #Hiring #CareerArc","Wenatchee, WA","United States",-120.3274085,47.4308559
"274","brellamorgs","so sick of hearing about relationship issues that could easily be solved by communication. talk to your partner instead of running at the first sign of trouble. love is a choice you make every day. you have to WORK if you want to last. welcome to a fucking adult relationship.","Kentucky, USA","United States",-85.7682405,37.822244
"279","ChuckKersey1","@RealJamesWoods @ABC I will and i dont have to change mt schedule or find anonther program. Ive already boycotted Hollywood, NBC,CBS,ABC,FOX except Tucker,CNN&amp;many more. If you are sick of the bias &amp; lies to suggest we all do. Put them out of business! Glad to see oscars got lowest ratings ever!","Vermont, USA","United States",-72.4511725,43.8717565
"284","tmj_or_erdoc","See our latest #Dallas, OR #job and click to apply: Emergency Medicine - Medical Director - https://t.co/5twvQgShYx #EMLeaders #Hiring #CareerArc","Dallas, OR","United States",-123.31200385,44.9205385
"290","tmj_SFO_erdoc","Join the Staff Care team! See our latest #job opening here: https://t.co/2k1Og8U9L1 #EmergencyMedicine #Martinez, CA #Hiring #CareerArc","Martinez, CA","United States",-122.116119,37.9956265
"296","TheChrisChallis","@kathygriffin Haha, wow you are on me sick person. The delusions you have are truly special. Make sure you pose with her hubby while you’re there. He’s a huge fan of women as well I hear.","Itasca, IL","United States",-88.018343,41.9708907
"305","tmj_wa_famprac","Can you recommend anyone for this #job in #KettleFalls, WA? https://t.co/FwKUJoCKxK #FamilyPractice #Hiring #CareerArc","Washington, USA","United States",-120.882482,47.27302215
"308","franciscohusse2","If you are an adult in this situation sick to your gut on the eratic the infantcy how they feel?","Bronx, NY","United States",-73.8494415,40.8503475
"351","tmj_VAA_pharm","Join the Johns Hopkins Medicine team! See our latest #job opening here: https://t.co/SyBIvb3h9S #Pharmaceutical #Washington, DC #Hiring #CareerArc","Washington, DC","United States",-77.0143985,38.89860285
"377","tmj_dc_nursing","We're #hiring! Click to apply: RN Health Promotion Disease Prevention Program Manager - https://t.co/YT2rpEFLsR #Nursing #Washington, DC #Veterans #Job #Jobs #CareerArc","Washington, DC","United States",-77.0143985,38.89860285
"386","tmj_bal_pharm","We're #hiring! Click to apply: Clinical Pharmacy Specialist-Emergency Medicine - https://t.co/2SCadIORhw #Pharmaceutical #Baltimore, MD #Job #Jobs #CareerArc","Baltimore, MD","United States",-76.62048175,39.284713
"397","NH_physician","This #job might be a great fit for you: Emergency Medicine - Level 3 - Locum Tenens - https://t.co/XlD8CB168x #EmergencyMedicine #Haverhill, NH #Hiring #CareerArc","New Hampshire, USA","United States",-71.566171,44.00122985
"402","NJ_physician","We're #hiring! Click to apply: Emergency Medicine - Associate Chair of Operations - EM - https://t.co/5qIcPpgJOQ #EmergencyMedicine #TomsRiver, NJ #Job #Jobs #CareerArc","Toms River, NJ","United States",-74.1880345,40.00134
"404","brriburchett","On my death bed. Third time this year I’ve been sick..(its March 9th)  idk what’s going on w me 😩","Lakewood, OH","United States",-81.8030515,41.48041765
"407","BaileyHuber6","If I ever had a life threatening disease, my “make a wish” wish would be to have all the old Disney and nick shows on Netflix.","Ohio, USA","United States",-82.66946745,40.3651595
"416","tmj_nc_erdoc","This #job might be a great fit for you: Emergency Medicine - Level 2 - Locum Tenens - https://t.co/Z5nnKKspgg #EmergencyMedicine #Williamston, NC #Hiring #CareerArc","Williamston, NC","United States",-77.071924,35.8497527
"417","ME_physician","Want to work in #Lincoln, ME? View our latest opening: https://t.co/aAdWv16eq5 #Hospitalist #Job #Jobs #Hiring #CareerArc","Maine, USA","United States",-68.984705,45.188407
"446","tmj_va_erdoc","Can you recommend anyone for this #job in VA? https://t.co/HRil75xa8v #EmergencyMedicine #Hiring #CareerArc","Virginia, USA","United States",-79.420865,38.0033755
"483","msalgerea","@WendyWilliams karma is a bitch. You sick your man cheating on you and your disease is fucking with you. Evil bitch","Milwaukee, WI","United States",-87.9672925,43.05672225
"486","tmj_atl_physici","We're #hiring! Read about our latest #job opening here: Emergency Medicine - https://t.co/cEyUc6PyEv #Physician #Hiram, GA #CareerArc","Hiram, GA","United States",-84.76339985,33.88686285
"488","tmj_ga_hsptlst","We're #hiring! Read about our latest #job opening here: Hospital Medicine - Medical Director - Hospitalist - https://t.co/AepI33ZjTf #Hospitalist #Waycross, GA #CareerArc","Waycross, GA","United States",-82.3511705,31.2019235
"588","IrishLassie92","It’s unhealthy to be annoyed on Friday mornings.","Chicago, IL","United States",-87.732013,41.83358445
"596","TheVanessaBlake","Sick of stir fry, new freezer and God’s plan ..... 🙄","Paso Robles, CA","United States",-120.67429,35.6310385
"626","mikeapedia101","@Carnegro I was referring to that. Lol she's so good it makes me sick lmao.","Everett, MA","United States",-71.052126,42.405331
